Date	Tweet
2020-03-30 21:34:32+00:00	YES! Don’t let the perfect be the enemy of the good! See study by Myers & Co. @US_FDA! All refs for modeling parameters given . Even 50% compliance with low-filtration (ill-fitting) surgical masks reduce flu transX by 42% (fig1d). #COVID19 is at least as contagious as flu. https://twitter.com/NikolayShubin1/status/1244185596874162176
2020-03-30 21:27:46+00:00	Sad we must discuss this, but #FirstResponders &amp; city &amp; state essential workers must be given FULL LINE OF DUTY DEATH BENEFITS per their contracts, if they succumb to #COVID19. It must be presumed that they contracted it while working for the public, Period. #coronavirus #NYC
2020-03-30 21:27:09+00:00	Had the chance to assemble shelves & carry boxes to help Samaritan's Purse set up a temp hospital in Central Park this morning for #COVID19. An incredible operation that I pray will serve many in the name of Christ. FYI, they are NOT in need of general volunteers at this time. – at Central Park
2020-03-30 21:12:13+00:00	A SHINING PRIVATE SECTOR EXAMPLE! Thank you @LEGOfoundation for generous contribution of $50 M to #EducationCannotWait + other existing LEGO Foundation partners in response to #COVID19- a pandemic that must not stop learning &amp; play for children + youth already in crisis. 
2020-03-30 21:11:08+00:00	#Japan joins 52 other countries in support of @UN Secretary-General @antonioguterres’ call for an immediate global ceasefire in light of the #COVID19 pandemic. 
2020-03-30 20:59:41+00:00	 The world is slowly coming around. Still waiting for @WHO @IDSAInfo @Surgeon_General to refine prior statements &amp; advice. At least say whether wearing masks does or does NOT help slow #COVID19 spread. #Masks4All
2020-03-30 20:39:05+00:00	#COVID19 French hospitals are conducting clinical tests of four potential antiviral on a sample of 3000 volunteers. Results could be quickly known and analyzed.
2020-03-30 19:20:05+00:00	BREAKING NEWS 3/30: Published today in pre-print #AJG from #Wuhan: a unique subset of #COVID19 pts with low severity dz have GI sx, in some cases presenting only with #diarrhea and later (perhaps never)developing the common sx of #fever or #respiratory sx. #NotJustCough pic.twitter.com/wZf3A1szdv
2020-03-30 18:55:48+00:00	What do we have to gain from asking for ventilators we don't need? Deaths are doubling every 2 days in New York. This is a disaster of epic proportions. NY is a snapshot of how this outbreak will spread across the county if we don't get resources now. #CoronavirusNewYork #COVID19 
2020-03-30 18:52:27+00:00	We’re all in this together. We are gastroenterologists - now redeployed to the front lines to as inpatient medicine physicians taking care of #COVID19 patients. Proudly representing @WCM_GI #DoctorsDay – at New York Presbyterian Hospital Weill Cornell Medical Center
2020-03-30 17:57:30+00:00	#Switzerland thanks the 52 members of the GoF of WPS, CAAC &amp; POC for joining in support of the UNSG’s call for an immediate global ceasefire in the face of the #COVID19 pandemic, strong sign of collective action to protect civilians. #multilateralismmatters #NotATarget
2020-03-30 16:47:27+00:00	Mourning the loss of #LorenaBorjas, a pioneering trans &amp; immigrant rights activist who succumbed to #COVID19. We join the trans-Latinx community &amp; LGBTQ+ advocates, who are grieving this tremendous loss in our community &amp; the collective liberation movement in #NYC. #coronavirus
2020-03-30 14:35:16+00:00	US Navy hospital ship arrives in New York City offering help during #Covid19 outbreak 
2020-03-30 14:10:18+00:00	Today is #worlddoctorday. Today, and always, I thank our doctors for their knowledge, work, and putting their lives on the line for us. Thank you for being you! #covid19 #thankyouhealthheroes
2020-03-30 13:29:49+00:00	Today should really be #HealthCareWorkers Day, NOT #DoctorsDay. #GRATEFUL for all the #HealthcareHeroes who are doing EVERYTHING POSSIBLE WITHOUT EVERYTHING PROTECTIVE to save lives. #MondayMotivaton #MondayMorning #COVID19 #StayAtHome
2020-03-30 11:50:38+00:00	More powerful data showing how much younger people are contributing this pandemic. Iceland testing widely even folks with no symptoms- look at those *blue* bars- mostly younger people walking around with #COVID19. That’s why everyone needs to #StayAtHomeAndStaySafe!
2020-03-30 01:58:33+00:00	the sound of sirens self isolated self portrait #covid19 – at New York City
2020-03-30 23:24:16+00:00	Lead by @ScienceByNadia and @geneticAli, we are the #NYC Biomedical Technician Rapid Response Team, a group of highly skilled scientists who are eager to help with #COVID19 testing and analysis. We need YOU to help us get the space and resources necessary for a field lab! 
2020-03-30 23:16:31+00:00	How are national statistical systems coping in the midst of the global #COVID19 crisis? New @UNStats website provides resources to support governments in their response. #CovidData https://covid-19-response.unstatshub.org/ with @data4sdgs @OpenDataWatch
2020-03-30 23:09:36+00:00	NYC cheering for all the frontline healthcare workers #loveyouNYC #heartexploding #COVID19 #bigapple #resilience @slovinskydesir @KidsAtColumbia @nyphospital @ebrosenzweig @RebeccaFHough @brettranders @Drroxmehran @Hinaheartdoc @NYGovCuomo @NYCMayor
2020-03-30 20:09:45+00:00	#COVID19 2/n: if watching how microdroplets Xchange between two ppl having a normal conversation sacres ppl into wearing masks, job done! #Masks4All @WHO @IDSAInfo: admit your initial messaging was wrong. Truth is the Currency of Trust in #PubHealth. This is how science advances.
2020-03-30 19:37:03+00:00	.@NYGovCuomo I live in the midst of the epicenter of #COVID19 in #JacksonHeights...just blocks from #ElmhurstHospital. It would be unconscionable to proceed w cutting #Medicaid is this moment &amp; turn away billions in federal aid #ProtectMedicaid 
2020-03-30 19:11:40+00:00	Costa Rica is honored to join 52 other Member States in support of .@antonioguterres’ call for an immediate global ceasefire amid the #COVID19 pandemic. Costa Rica calls upon more Member States to join us in this endeavor. 
2020-03-30 19:00:00+00:00	Do employers have a duty to warn/protect staff when they know there are other people on staff who have tested positive for #COVID19? If yes, under what statute/regs? And how do they avoid HIPAA violations?
2020-03-30 18:54:00+00:00	The threat posed by #COVID19 is especially grave for those who are already displaced by persecution, war &amp; atrocities. Or those living under govt’s who will exploit this pandemic to weaken human rights &amp; consolidate power. 
2020-03-30 18:51:44+00:00	@SLOtoUN joins 52 other countries from GoFs of WPS, of Children and Armed Conflict and GoF of Protection of #civilians in support of the UNSG @antonioguterres call for an immediate global cease fire in light of #COVID19 #pandemic @un @MZZRS #WPS #CAAC
2020-03-30 18:47:06+00:00	Iceland joins 52 other countries in support of @UN Secretary-General @antonioguterres’ call for an immediate global ceasefire in light of the #COVID19 pandemic. – at United Nations
2020-03-30 18:45:59+00:00	For our #RichmondHill &amp; #SouthQueens community(UPDATED 3/29/2020): Here's our shareable Mutual Aid &amp; Resource Guide concerning #COVID19. List of open pantries, food resources, info on PAUSE, unemployment &amp; more. Please share &amp; keep posted for updates! *Translated in #Punjabi.
2020-03-30 17:59:44+00:00	Today’s #UNSC VTC on Syria, Indonesia stressed that health responses on #COVID19 must be in parallel with a nationwide ceasefire throughout Syria. The fighting must end and it’s critical to end now! #IniDiplomasi #IndonesianWay
2020-03-30 17:58:36+00:00	The USNS Comfort entered New York Harbor this morning, passing the Statue of Liberty on its way to Manhattan. On board are approx. 1,000 beds, a dozen operating rooms &amp; 1,200 medical personnel. Big thanks to all the front-line staff working throughout the #COVID19 pandemic. 
2020-03-30 17:40:36+00:00	NEW - New York tops 1,000 deaths 66,497 people have tested positive for #Covid19 in New York State 1,218 deaths (+253 from yesterday) 9,517 hospitalized 2,352 of them are in ICU
2020-03-30 17:00:24+00:00	 #AmazonStrike join in peeps especially if you have an account you’ve been using during #COVID19 https://twitter.com/maketheroadny/status/1244670258159456258?s=21
2020-03-30 15:54:30+00:00	#DoctorsDay — rather #PhysiciansDay Check on the docs in your lives. By nature, we thrive on human interactions. We rise to challenges &amp; lend a hand/an ear/a heart where needed. #COVID19 has changed our lives — we fear hurting our loved ones #IStayedAtWorkForYou #StayAtHomeForMe
2020-03-30 15:17:15+00:00	@UN @WHO @DrTedros It's high time that animal matters are seriously addressed and included in the world health, environment and moral debate. You have the power to guide the world in the right direction. Please act with wisdom. Do this. #COVID19 #ZOONOSIS #PANDEMIC #VEGAN
2020-03-30 14:29:36+00:00	The #USNSComfort, a Navy hospital ship with 1,000 beds, 12 operating rooms and full medical staff is just arriving #NYC to support with the #COVID19 situation. As of yesterday, nearly 60,000 cases were confirmed in NY state-wide, and 32,000 cases in #NYC alone.
2020-03-30 13:38:27+00:00	Our hearts are with @FAO, friends and family of Adrian Kazazi. Truly sad news coming from Rome. We are with you - and working tirelessly all over the world to fight #COVID19 . cc @UN_Piper @AminaJMohammed
2020-03-30 12:42:05+00:00	 Australian diplomatic &amp; consular staff are working hard to provide support to Australians across the United States &amp; around the world during the #COVID19 pandemic. Travel updates &amp; guidance: https://www.smartraveller.gov.au/news-and-updates/coronavirus-covid-19 @dfat @Smartraveller @AusintheUS
2020-03-30 12:26:35+00:00	@florian_krammer &amp; I: lonely voices even at our own institute; perhaps send heavily referenced slide &amp; other studies to hospital infection ctrl? One more day with security personnel not wearing masks *consistently* &amp; we’re #MaskDenialism = NOT #FlattenTheCuve #COVID19 
2020-03-30 12:09:06+00:00	The first person I know to have died from #COVID19 passed away over the weekend. He was young, healthy, outgoing, funny, and a great person. We were more acquaintances than friends, but the loss still hurts.
2020-03-30 11:53:59+00:00	Powerful segment from the #COVID19 front lines @NorthwellHealth in NY. Important messages from the pros. Thanks for sharing reality w/ us @GZaidiMD @mnarasimhan Eric Gottesman Elyse Isopo @KhanijoMD. Keep these stories coming @GavrilovicMaria @azortiz.
2020-03-30 11:24:34+00:00	Looking for help with #RemoteTeaching during #COVID19 uncertainty? Get more #RemoteEducation help like this by #registering for our newest #freewebinar with Liz on Thursday, April 2, 2020 at 9am PDT / 12pm EDT. http://lnkd.in/gF5c87y #ESL #ELL #TESOL #SLIFE #ESOL #ESLTeacher
2020-03-30 10:20:31+00:00	My People, Please stay indoor, practice social distancing and all other forms of preventive measures to protect yourself, wash your hands and get alcoholic sanitizer with mask when needed. We will all pull through this pandemic as we all know God Got us STAY SAFE. #COVID19 
2020-03-30 08:41:06+00:00	"You aren't wrong. We've a reality ""show"" president who called a REAL pandemic a hoax. We've allowed his malignant narcissism to continue to impede efforts to curb #COVID19 for inane fodder; Instead of demanding he STOP our fellow AMERICANS from dying, we're watching #TigerKing "
2020-03-30 04:53:00+00:00	"""No One Is Alone"" performed by @FleurSeule from #Quarantine The #COVID19 restrictions have forced us to get very creative as we try to keep making music. This is such a lonely, isolated time for everyone. No one is alone. @NY1 @TheEllenShow #lockdown #MusicIsLife #21DaysChallenge"
2020-03-30 04:17:00+00:00	It is high time the government start giving out the PPE, ventilators & critical equipment that is needed by medical staff in hospitals around this country to save people’s lives!! #PPE #COVID19 #MedicalSupplies #PPEshortage #GetMePPE
2020-03-30 03:41:45+00:00	My daughter just made 50 masks to be donated to hospital. workers. @_ShelbyTyler_ Her aunt is a RN and she knows how important this is. #COVID19 
2020-03-30 02:48:15+00:00	#COVID19 takes another dear member of my journalism family. Rest in peace @mariamercader. Will truly, truly miss you! Your smile, laughter, energy, guidance &amp; true friendship meant the world to me. Praying for your dad &amp; brother. Rest in power sunshine!
2020-03-30 02:07:20+00:00	When this #pandemic is all over, #NYC should hold a parade for all the health care professionals. Pro athletes get it for winning a game, why can’t HCPs have it for risking their lives taking care of us?! They are our #heroes! #COVID19 #coronavirus
2020-03-30 02:03:25+00:00	Social distancing is a privilege many do not have—be it migrant workers in India’s cities heading home to their villages or our South Asian immigrants right here in #Queens. Thank you for looking out for them @Dromm25 and raising awareness @yadabbastola #COVID19 #covid19nyc
2020-03-30 02:02:27+00:00	@USYouthObserver thanks for nominating me for the @WHO #COVID19 #SafeHandsChallenge I nominate @SimonettaLein @SalMasekela @RyYoungOfficial 
2020-03-30 01:21:43+00:00	The next person who does live streaming is getting unfollowed. #ByeFelicia #soannoying #covid19 #coronavirus #coronanonsense
2020-03-30 01:15:50+00:00	Day 19: Huh. That did not take nearly as long as I thought it would. It’s two giant birds avoiding each other, eating oranges(?). I need a new evening/post-work activity. Taking suggestions. Not knitting. #crossstitching #Pandemic #COVID19 #PhysicalDistancing #StayAtHome
2020-03-30 00:35:54+00:00	Idiocy and greed did this. #COVID19 Nearly a dozen @LibertyU students have COVID-19 symptoms after school reopened, NYT reports
2020-03-30 00:27:11+00:00	I found this reviewing the one app I saw https://bit.ly/2JkZLN4 and I would NOT rely on a phone App for important medical decision-making. @iamritu @WomenAs1 #COVID19
2020-03-30 00:21:55+00:00	We can’t follow the same playbook our political establishment has used for every major disaster going back to 9/11 It’s only goal is to prop up a broken system that leaves them in power It’s why our country has been so caught off guard for #COVID19 Break the wheel #NotMeUs
2020-03-30 00:21:15+00:00	Oh my This is a call for prayer for my great uncle (maternal grandfather's brother, his only full brother that also survived the holocaust). He is one of the most loving people I know (as was my Zaide), in his 90s. He and his wife have #COVID19, and are in critical condition. 
2020-03-30 00:20:08+00:00	#potus putting on a performance to push his #easter #capitalism driven agenda. #NYS is only taking directives from our elected representatives. At present your only interest in #NYC is on #WallStreet #covid19 #SocialDistancingNow
2020-03-30 00:02:50+00:00	Stay home but drink better beer #local #nyc #newyork #newyorkcity #stayhome #covid19 #coronavirus #beer #craftbeer #beergasm #beers #nerd #foodie @East Village, Manhattan https://www.instagram.com/p/B-VkKykpzP2/?igshid=1nsf7sxqyubnn
2020-03-29 23:16:02+00:00	Sunday, March 29, 2020 at 7pm: Upper West Siders cheering from their windows & rooftops to express our gratitude for all the doctors, nurses, first responders & essential workers who are risking their lives every day to keep us safe. #coronavirus #COVID19 #NewYork #NewYorkCity
2020-03-29 23:05:50+00:00	Thank you to all the doctors, nurses, and medical personnel. You are REAL LIFE SUPERHEROES! #COVID19 
2020-03-29 22:49:29+00:00	Still a lot to know about #COVID19 
2020-03-29 22:09:39+00:00	“At some point, we may look back and wish we had chosen a different path. But for now, speed and solidarity based on what we are learning are more important than chasing perfection”, @davidnabarro on #COVID19 in the @guardian
2020-03-29 22:04:17+00:00	“While most New Yorkers are sheltering inside, Congresswoman Yvette Clarke offered her constituents a novel way to contract coronavirus.” Our leaders shouldn’t be telling folks to be on the streets in the midst of a pandemic.#COVID19 #StayHomeSaveLives
2020-03-29 20:47:58+00:00	I continue to stand w/my colleagues, those who signed the letter & those who didn’t but fight w/us, to ensure #NoRollbacks to bail reform. During this crisis caused by #COVID19 it would be a dangerous travesty to incarcerate more people! Proud of @CarlEHeastie 4 standing strong
2020-03-29 20:39:03+00:00	Some @nyugrossman med students are graduating early to join the #COVID19 fight. Others are making DIY reusable face shields for frontline HCWs. Just got a delivery of at our VA. I’m so grateful &amp; proud to have you as future colleagues! 
2020-03-29 20:37:31+00:00	Today’s project. 17 masks sewn from fabric scraps and some Christmas napkins that wil be replaced when the time comes #StayHomeStaySafe #COVID19 #WashYourHands #WeAreAllInThisTogether
2020-03-29 19:40:07+00:00	#COVID19| the U.S’s ability to respond to #COVID is currently crippled due to a massive deficieny of Personal Protection Equipment (PPE). The giving away of PPE to China is a clear symptom that this Administration woefully underestimated &amp; ignored the nature &amp; size of the threat.
2020-03-29 18:44:58+00:00	I’m working with the @NYCMayorsOffice, @NYCImmigrants and @adhikaar to try and find safe locations for those in the Nepali and Tibetan communities who have been infected by #COVID19 and live in crowded homes with nowhere to isolate. 
2020-03-29 18:06:13+00:00	First they came for the #ER, and now #ICU. Across the system, #advancedpracticeproviders are re-deploying to provide clinical support in critical need areas. #COVID19 #teamwork #physicianassistant #PAsCanDoThat #YourPACan @AAPAorg @NYSSPA
2020-03-29 17:43:15+00:00	There should NOT be any Hospital closings happening now. None. Like absolutely none. It would be devastating to close @SBHBronx in the midst of #COVID19 pandemic. Gov. Cuomo and legislature REJECT this inhumane proposal from the Medicaid Redesign Team. 
2020-03-29 16:55:34+00:00	Every time I think I’ve got this #COVID19 beaten it knocks me back down again. But from our apartment in Brooklyn I can hear the constant stream of ambulance sirens taking people to a nearby hospital. Truly thankful I can fight this from bed &amp; don’t require hospitalization. 
2020-03-29 16:45:28+00:00	222 deaths in NYC in 24 hours. #COVID19 #CoronaVirus
2020-03-29 15:21:59+00:00	In a city w/ a jail population lower than it has been in 70 years, the only solution to #COVID19 at Rikers cannot be: release everyone. As our city faces an unprecedented public health challenge, this is no time to unleash a public safety crisis as well. 
2020-03-29 14:59:24+00:00	Update on our MURDERER: yesterday his housing unit (NIC) was ordered quarantined for + #Covid19 at 4pm, yet still, at 9:38pm he was released. Unclear if tested. Let out on the street with a promise to show for court on 4/2. Unreal. This is criminal justice in liberal #NYC
2020-03-29 13:01:50+00:00	Thank you @PierreEliasMD and @MadihaZahra for your innovation and heroic efforts to help our #COVID19 frontline. #inspirational @ColumbiaDoctors @CU_Cardiology @nyphospital @GilbertTangMD @DeeDeeWangMD @CMichaelGibson @iamritu
2020-03-29 11:49:28+00:00	. #COVID19 won’t be taken down by slogans&amp;vain declarations like 1 put forward by Russia @UN It’s long proven that declarations aren’t worth having because aggressor isn’t likely 2do what Kremlin said it would do. Don’t agree prove otherwise by action! Stop aggression&amp;occupation!
2020-03-29 02:31:56+00:00	Today my 92-year-old grandmother was admitted to a NY hospital & it’s as f’ed up as you hear: not enough tests/equipment, waiting in the hallways, no information/updates for families (+ no visitors), etc. Please pray for her—and call your loved ones. #COVID19 will touch us all
2020-03-29 00:23:48+00:00	Another great thread by @ASlavitt re: where we are headed and what we need to do. The next 1-2 months will be the worst. (Each day my patients get sicker and sicker.) Protect and support healthcare workers with #PPE and ventilators. Expanded community #COVID19 testing. 
2020-03-29 23:52:07+00:00	Surreal to see the City that Never Sleeps, actually sleeping. While eerie, it just shows that New Yorkers are taking this seriously by listening to the experts. #covid19 #stayhome #coronavirus #FlattenTheCurve #6feetapart #NewYorkStrong
2020-03-29 22:55:37+00:00	US loves to demonize Black Americans but a lot of those stepping up to pay worker salaries + purchase PPE are Black - Rihanna, Stephon Marbury, Zion Williamson, Simone Biles, Blake Griffin etc. Meanwhile billionaires are laying off workers while lobbying for subsidies #COVID19
2020-03-29 22:47:36+00:00	ID/ hospital epi expert and world’s best husband& dad @msimon6720 on #COVID19 
2020-03-29 21:45:31+00:00	#COVID19 This is going to be a long haul. So proud of the essential personnel community who show up each day &amp; do the work that needs to be done despite their own fears. #pallicovid #pallipulm #WeAreAllInThisTogether #StayHomeSaveLives
2020-03-29 21:40:58+00:00	It would be nice if all the media drop their paywalls for critical articles about #COVID19 Looking at you @WSJ
2020-03-29 21:33:17+00:00	Hearing that #proning helps oxygenation even in outpatients. #Sleep on your belly! Any #masseuses or nail #salons with those prone beds/chairs willing to donate to outpatient clinics? #COVID19
2020-03-29 17:49:22+00:00	We lost our friend @mariamercader today to the #COVID19 war. Please know she was funny, fun-loving, brought people together and a solid confidante. Mostly she was a warrior and a warrior heart
2020-03-29 15:40:04+00:00	* it’s quite disheartening to see, still after all of the deaths that have already occurred... we still have people out here taking #COVID19 as a joke. i am praying for those ignorant mindsets.
2020-03-29 15:28:11+00:00	despite the all the uncertainty & fear, it is important our patients know we are all still smiling under these crazy face traps #COVID19 #RNs #OurDailyDoseOfSilly #wegotoworkforyousoyoustayathomeforus – at NewYork-Presbyterian Brooklyn Methodist Hospital
2020-03-29 15:21:44+00:00	Share this with health workers fighting coronavirus in NYC: We can bulk order masks from a verified certified manufacturer and deliver directly to them at NO COST. Please fill out this intake form by Sunday March 29, 11pm ET. http://bit.ly/nycpperequest #COVID19 #GetUsPPE
2020-03-29 14:57:11+00:00	Today my friend’s son died. 34 year old Brooklyn native. #COVID19
2020-03-29 14:54:54+00:00	next #civictech #COVID19 project, getting @YelpNYC @YelpBrooklyn or anyone at @yelp to help modify their data schema to adapt to senior hours or immunocompromised hours. i've already emailed @dens at @Foursquare. we need a national survey tool to verify hours.
2020-03-29 13:56:27+00:00	#COVID19 Question: do we believe all these numbers? I think European numbers except UK probably accurate as they are testing. US under-testing. Chinese reporting #ScienceMatters #ScienceNotPolitics #hcsm #transparency
2020-03-29 13:52:40+00:00	Happy to help in any small way! I’m way more grateful and impressed by the NYU IM and ER residents/attendings who have resiliently and humbly been fighting #COVID19 everyday and night for us. They’ve also been phenomenal orienting off service volunteers to the Covid wards.
2020-03-29 13:22:57+00:00	Great thread on communications during public health crisis by former US Suregon General @vivek_murthy #COVID19 #hcsm #transparency #ScienceMatters #whereisfauci
2020-03-29 06:11:15+00:00	.@NYGovCuomo's ten-years of austerity budgets has led to crippling inequality. And it has led to the lack of preparedness in our social safety net, specifically in our hospital, school, housing, and criminal justice systems as we now face the #COVID19 pandemic. Pass it on.
2020-03-29 03:47:45+00:00	A great time making the video with @NYPD1Pct officers, hope we make the cut. Really looking forward to an awesome @iHeartRadio live living room concert. #FirstRespondersStrong Together we can all help put an end to #COVID19. #StayAtHomeAndStaySafe This Sunday 9PM @fox5ny @1strcf https://twitter.com/1strcf/status/1243862789300649985 – at New York City Police Department Headquarters
2020-03-29 03:23:48+00:00	This is all Greek to me but I know for sure that my dear friend, colleague and super doc @eleniandreop is sharing wisdom and inspiring hope during the #COVID19 #CoronavirusOutbreak #StayAtHomeAndStaySafe #BCSM
2020-03-29 02:43:03+00:00	Compare the pair @realDonaldTrump #COVID19 
2020-03-29 01:57:36+00:00	"US has passed 2,000 #COVID19 deaths 1st - 1,000th = 1 month 1,000th - 2,000th = 2 days 1 month &amp; 2 days ago... Trump: ""the 15 within a couple of days is going to be down to close to zero."" Following day: “It’s going to disappear. 1 day, it’s like a miracle, it will disappear.”"
2020-03-29 01:51:34+00:00	Patriots! We have another episode for you! We have been told to #Quarantine here in #NYC! We share our thoughts on #Coronavirus (#COVID19) as well as some new info we have about the #Pandemic. Listen, subscribe &amp; R/T! #MAGA #KAG #KAG2020 #Trump2020
2020-03-29 01:45:29+00:00	Appreciate expertly selected and organized mental health resources for #COVID19 from MGH Psychiatry. 
2020-03-29 01:41:10+00:00	Our brother, Bishop John Corriveau, OFM Cap., former General Minister, living the Capuchin way of life. #friars #Capuchins #Franciscan #COVID19 #Gospel capuchinlife@gmail.com
2020-03-29 01:34:26+00:00	During a lonely #quarantinelife anyones your friend. #quarantine #lonely #homealone #socialdistancing #coronavirus #COVID19 
2020-03-29 01:32:10+00:00	Taking a break from #GoogleAds to watch #Containment #Google #Netflix #covid19 #conoravirus #outbreak2020 @Flushing, New York https://www.instagram.com/p/B-TJmUNjbdJ/?igshid=16upkbkq3p82z
2020-03-29 01:21:08+00:00	Wow! Citywide Applause for Essential Workers Amid #COVID19 Pandemic. Can you feel the love and togetherness? #ClapBecauseWeCare #ilovenyc
2020-03-29 01:20:41+00:00	#COVID19 #COVID19uganda I do practice #SocialDistancing Do You? Hey, the virus can get U only if it finds you! #Uganda rocks! #DefeatCovid19 Cc @MARTHOLANAH @Flatmi @bakarisalimn @Itairusike @weill_cctu @mis_dmc @allafrica @JoviLeMonstre
2020-03-29 01:15:26+00:00	Did you guys know ppl think #COVID19 is not a virus but radiation poisoning as the world moves to 5G and the stay at home is a part of government control in attempts to set off the New World Order where we will all be chipped when we rush to get the vaccine 
2020-03-29 01:14:37+00:00	9:00pm ET, 3/28/20 CONFIRMED #COVID19 #USA: Cases: 123,428. New today: 19,302 (920/hr). Deaths: 2,211. New: 515 (25/hr). #NY #NJ #CT Tri-State: Cases: 66,041 (53.5% US) New today: 9,663 (50.1% US) (461/hr). Deaths: 1,056 (47.8% US). New today: 315 (61.2% US) (15/hr).
2020-03-29 01:06:43+00:00	We checked - the ocean is doing fine. #socialdistancing #covid19 #forttilden #fttilden #atthebeach #beachday #nystate #nycbeaches #gatewaynationalpark #getoutside #butstayawayfromme @Fort Tilden https://www.instagram.com/p/B-TGrp9jQao/?igshid=m28w5h5lba53
2020-03-29 01:06:11+00:00	Clapping in solidarity and gratitude to all essential workers on the frontlines in NYC . . . #coronavirus #corona #virus #isolation #COVID19 #emptystreets #emptynyc #nycshutdown #quarantine #quarantinelife… https://www.instagram.com/p/B-TGn2oDc0N/?igshid=15kf1yy146tqp
2020-03-29 01:05:41+00:00	“Staying at Home Prevents Human Spread of #COVID19.” This is what I call #COVIDENCE #SaturdayNight
2020-03-29 01:05:00+00:00	costco line outside the store. #keepmepeoplesafe they are doing a great job keep order and having the same quality of service. To the employees of #costco thank you for working during these time. #covid19 @Costco https://www.instagram.com/p/B-TGfWUlm8G/?igshid=1cxqgohpu0mb2
2020-03-29 01:04:10+00:00	You can help give frontline health workers equipment they need in the fight against #COVID19. We can bulk order PPE from a verified manufacturer and deliver directly to them at NO COST. Have them fill out this form by Sunday March 29, 11pm ET. http://bit.ly/nycpperequest #GetUsPPE
2020-03-29 00:59:10+00:00	How Trump failed the biggest test of his life https://www.theguardian.com/us-news/2020/mar/28/trump-coronavirus-politics-us-health-disaster?CMP=share_btn_tw via @guardian #COVID19 #coronavirus
2020-03-29 00:51:17+00:00	Please share... free food delivery for homebound families in NYC. #COVID19 https://cv19engagementportal.cityofnewyork.us/#/display/5e7555117ad6750216160409
2020-03-29 00:48:03+00:00	One silver lining of the #COVID19 is that many world class yoga &amp; dance studios are now online - Martha Graham &amp; @MarkMorrisDance?! Most are free but contribute where you can. Here is a short list of resources via Google Doc!
2020-03-29 00:43:05+00:00	When this is over , we should have a petition to have 1 day as national holiday honoring Doctors , nurses and medical stuff . Who’s with me ? #CoronavirusOutbreak #COVID19 #CoronavirusUSA #CoronavirusNewYork #CoronaVirusNYC #CoronaUpdate
2020-03-29 00:22:17+00:00	What’s for dinner? #QuarantineLife #QuarantineCooking #taco #CoronaLockdown #COVID19 #nyc #nycshutdown @CarolineBklyn @GabrinaP
2020-03-29 00:00:39+00:00	I don't think there is gd leadership across the states. I see governors that waited too long to lead. I see governors still not leading. I see people dying horribly without their families every day. I see I can't get a test but elected officials can get one whenever #COVID19
2020-03-28 23:18:43+00:00	Starting Monday night I’ll temporarily be a medicine resident to aid in the #COVID19 crisis in NYC. I remember the memes joking about ortho surgeons treating pneumonia if we didn’t #FlattenTheCurve when this started and now it’s our reality. #frontlines #StayAtHomeAndStaySafe
2020-03-28 22:41:45+00:00	Phone call between the Ethiopian PM and Pres. @EmmanuelMacron to work on a common initiative to responding to the #COVID19 in Africa. 
2020-03-28 22:10:54+00:00	Please donate to Montefiore’s #HealthcareHeroes on the frontlines of #COVID19 — we need your support to help save lives. Details 
2020-03-28 20:11:07+00:00	Right after delivering food to the hospitals, we @CMFarahLouis, @Edu_Hermelyn and I joined Council of Peoples Organization (COPO) distributing food to the community during this #COVID19 crisis. We are all in this together. #LittlePakistan
2020-03-28 19:35:45+00:00	Set a reminder for the premiere here https://youtu.be/OfcJecd6jtE I’ll be there to chat at 9am EST! #coronavirus #COVID19 #Fauci #AlertNotAnxious
2020-03-28 18:16:57+00:00	Proud to sign onto @yuhline &amp; @SenGianaris’ bill to suspend rent for 90 days. Working families in my district are suffering the effects of #COVID19 on the economy. They need relief &amp; I am proud to fight for them! #CancelRent CC @citizenactionny @housing4allNY @nychange @CUFFH
2020-03-28 17:46:38+00:00	#COVID19 [some light relief]. My sister sent me this ... I called her afterwards &amp; in the tweet after this one, is our conversation [no sound sadly]. 
2020-03-28 17:37:32+00:00	Yesterday, I spoke with @MarkLevineNYC about his #coronavirus symptoms, NYC open playgrounds and how @nycgov and @WhiteHouse are doing in this #COVID19 crisis (en español) @NY1noticias
2020-03-28 17:37:09+00:00	If you haven’t moved from your bed or couch in two weeks YOU STILL NEED TO EAT. You don’t ever have to earn your food. PS: Your body knows what to do with the food you eat, I promise. #COVID19 #edrecovery
2020-03-28 16:25:18+00:00	This morning we stopped by Elmhurst Hospital with our partners from @krispykreme to thank our first responders and hospital team for all they have done. Thank you and your families for all your sacrifice. #ElmhurstHospital #Covid19 #Coronavirus #ThankYou – at Elmhurst Hospital Center
2020-03-28 15:23:20+00:00	Day 9. Cough is much worse. I'm getting desperate. I reached out to physicians and they all suggest self-quarantine. This is not helping! They all tell me to avoid the ER due to exposure. What am I supposed to do? Wait until I pass out? #COVID19 @MountSinaiNYC
2020-03-28 14:12:21+00:00	The $2 trillion relief bill POTUS signed yesterday fails to target/give relief to those most impacted by #COVID19. The disease hides under the dark veil of decades of engrained social inequity, thus we cannot adequately respond to the disease without responding to social inequity
2020-03-28 12:27:13+00:00	I'm super proud of my fiancee who is working an extra shift today at her NYC hospital to provide mental health support for the doctors & nurses who are frontline in combating #COVID19. These folks are heroes y'all. 1/
